Scientific_Name,Missing_Status,Years_Missing,Last_Record_Year,Last_Record_Date,Last_Known_Latitude,Last_Known_Longitude,Last_Known_Reserve,First_Record_Year,First_Record_Date,First_Known_Latitude,First_Known_Longitude,First_Known_Reserve,Record_Span_Years,Total_Records,GPS_Locations,All_Reserves_Found,Geographic_Range_Lat,Geographic_Range_Lon,Min_Latitude,Max_Latitude,Min_Longitude,Max_Longitude
Punica granatum,Recent,5,2020,2020-03-30,-33.964571,151.010754,Not in a reserve,2020,2020-03-30,-33.964571,151.010754,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Rytidosperma racemosum,Recent,5,2020,2020-02-19,-33.904543,151.038029,Not in a reserve,1996,1996-05-28,-33.873956,150.983642,Not in a reserve,24,18,18,Deepwater; Not in a reserve; Lansdowne,0.078884,0.078973,-33.95284,-33.873956,150.97436,151.053333
Hibiscus heterophyllus,Recent,5,2020,2020-04-03,-33.977766,150.996904,Not in a reserve,1999,1999-06-23,-33.948872,150.974775,Deepwater,21,5,5,Deepwater; Not in a reserve,0.029861,0.024087,-33.977766,-33.947905,150.972817,150.996904
Hirschfeldia incana,Recent,5,2020,2020-01-14,-33.895443,151.041306,Not in a reserve,2015,2015-09-15,-33.890332,151.055229,Not in a reserve,5,2,2,Not in a reserve,0.005111,0.013923,-33.895443,-33.890332,151.041306,151.055229
Arundo donax,Recent,5,2020,2020-03-06,-33.932073,150.977844,Not in a reserve,2008,2008-04-28,-33.902161,150.998009,Carysfield,12,7,7,Carysfield; Norfolk Reserve; Not in a reserve,0.0397,0.164519,-33.933291,-33.893591,150.977844,151.142363
Homalanthus populifolius,Recent,5,2020,2020-01-14,-33.89562,151.040343,Not in a reserve,1999,1999-05-05,-33.931641,151.038249,Not in a reserve,21,17,17,Adept Lane Reserve; Not in a reserve; Salt Pan Reserve,0.080472,0.131248,-33.976092,-33.89562,151.007833,151.139081
Solanum linnaeanum,Recent,5,2020,2020-10-01,-33.92428,150.977119,Kentucky Reserve,2020,2020-10-01,-33.92428,150.977119,Kentucky Reserve,0,2,2,Kentucky Reserve,0.0,0.0,-33.92428,-33.92428,150.977119,150.977119
Senna pendula var. glabrata,Recent,5,2020,2020-04-20,-33.892822,150.972438,Lansdowne,2016,2016-05-02,-33.904674,150.979362,Lansdowne,4,2,2,Lansdowne,0.011852,0.006924,-33.904674,-33.892822,150.972438,150.979362
Arthropodium milleflorum,Recent,5,2020,2020-04-05,-33.901977,150.980542,Lansdowne,1998,1998-12-21,-33.90796,150.995278,Crest,22,22,22,Deepwater; Crest; Lansdowne; Louisa; Norfolk Reserve; Not in a reserve; Lot 5 Prescott Parade,0.060974,0.09045,-33.951399,-33.890425,150.972476,151.062926
Aristida warburgii,Recent,5,2020,2020-03-06,-33.928863,150.983869,Airport Reserve,2010,2010-12-14,-33.97447,151.007351,Not in a reserve,10,4,4,Airport Reserve; Lansdowne; Not in a reserve,0.083282,0.066761,-33.97447,-33.891188,150.971144,151.037905
Lepidosperma latens,Recent,5,2020,2020-04-03,-33.977766,150.996904,Not in a reserve,2014,2014-02-05,-33.951621,150.981082,Deepwater,6,4,4,Deepwater; Not in a reserve,0.029346,0.039219,-33.979368,-33.950022,150.975958,151.015177
Lepidosperma gunnii,Recent,5,2020,2020-03-06,-33.929542,150.984621,Ashford Reserve,2000,2000-07-05,-33.890259,151.032981,Not in a reserve,20,5,5,Ashford Reserve; Carysfield; Not in a reserve,0.039283,0.04836,-33.929542,-33.890259,150.984621,151.032981
Aegiceras corniculatum,Recent,5,2020,2020-03-06,-33.927119,150.979281,Kentucky Reserve,1897,,-33.965298,150.984274,Not in a reserve,123,19,19,Deepwater; Davies Road; Kentucky Reserve; Not in a reserve; Salt Pan Reserve; Lambeth Reserve,0.055493,0.070815,-33.972962,-33.917469,150.974383,151.045198
Chenopodium album,Recent,5,2020,2020-03-06,-33.92428,150.977119,Kentucky Reserve,1992,1992-04-17,-33.945751,151.074996,Not in a reserve,28,11,11,Carysfield; Kentucky Reserve; Norfolk Reserve; Not in a reserve,0.05216,0.12885,-33.945751,-33.893591,150.977119,151.105969
Centaurium tenuiflorum,Recent,5,2020,2020-01-14,-33.895443,151.041306,Not in a reserve,1892,1892-12-04,-33.915297,151.100939,Not in a reserve,128,10,10,Louisa; Not in a reserve; Deepwater,0.063251,0.120827,-33.95152,-33.888269,150.980112,151.100939
Corymbia torelliana,Recent,5,2020,2020-02-19,-33.904543,151.038029,Not in a reserve,2019,2019-03-08,-33.905179,151.038241,Not in a reserve,1,2,2,Not in a reserve,0.000636,0.000212,-33.905179,-33.904543,151.038029,151.038241
Rytidosperma monticola,Recent,5,2020,2020-02-19,-33.904543,151.038029,Not in a reserve,2009,2009-04-16,-33.931844,151.036664,Adept Lane Reserve,11,7,7,Adept Lane Reserve; Not in a reserve; Deepwater; Lansdowne,0.082669,0.063355,-33.976092,-33.893423,150.974886,151.038241
Rytidosperma caespitosum,Recent,5,2020,2020-04-20,-33.892822,150.972438,Lansdowne,1999,1999-02-11,-33.900784,150.997609,Carysfield,21,9,9,Carysfield; Lansdowne; Miram-Beena; Not in a reserve,0.01965,0.084484,-33.909909,-33.890259,150.970745,151.055229
Cordyline stricta,Recent,5,2020,2020-06-27,-33.935253,150.9881,Not in a reserve,2009,2009-04-23,-33.97967,151.00081,Not in a reserve,11,2,2,Not in a reserve,0.044417,0.01271,-33.97967,-33.935253,150.9881,151.00081
Convolvulus erubescens,Recent,5,2020,2020-01-14,-33.895443,151.041306,Not in a reserve,2004,2004-01-16,-33.910549,150.988188,Not in a reserve,16,15,15,Deepwater; Carysfield; Davies Road; Not in a reserve,0.067342,0.06895,-33.955611,-33.888269,150.975958,151.044908
Cichorium intybus,Recent,5,2020,2020-03-06,-33.931799,150.978705,Not in a reserve,2004,2004-01-16,-33.910549,150.988188,Not in a reserve,16,2,2,Not in a reserve,0.02125,0.009483,-33.931799,-33.910549,150.978705,150.988188
Chlorophytum comosum,Recent,5,2020,2020-02-19,-33.904543,151.038029,Not in a reserve,2009,2009-10-01,-33.966686,151.041687,Not in a reserve,11,6,6,Not in a reserve,0.073235,0.091853,-33.977778,-33.904543,150.996944,151.088797
Strelitzia reginae,Recent,5,2020,2020-04-03,-33.977766,150.996904,Not in a reserve,2009,2009-01-11,-33.9419,151.013783,Not in a reserve,11,9,9,Not in a reserve,0.087434,0.058325,-33.977766,-33.890332,150.996904,151.055229
Bidens subalternans,Recent,5,2020,2020-03-06,-33.928512,150.980048,Kentucky Reserve,2011,2011-11-11,-33.940296,150.971796,Not in a reserve,9,7,7,Kentucky Reserve; Not in a reserve,0.018533,0.176058,-33.945433,-33.9269,150.971796,151.147854
Bolboschoenus caldwellii,Recent,5,2020,2020-04-03,-33.977766,150.996904,Not in a reserve,2010,2010-01-05,-33.93101,150.99004,Not in a reserve,10,6,6,Deepwater; Not in a reserve,0.046756,0.022168,-33.977766,-33.93101,150.974736,150.996904
Catharanthus roseus,Recent,5,2020,2020-04-03,-33.977766,150.996904,Not in a reserve,2020,2020-04-03,-33.977766,150.996904,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Tagetes minuta,Recent,5,2020,2020-06-27,-33.935253,150.9881,Not in a reserve,2007,2007-07-03,-33.910303,150.988021,Not in a reserve,13,4,4,Carysfield; Kentucky Reserve; Not in a reserve,0.033092,0.018294,-33.935253,-33.902161,150.979715,150.998009
Clematis glycinoides,Recent,5,2020,2020-03-06,-33.929585,150.986124,Ashford Reserve,1999,1999-06-23,-33.948872,150.974775,Deepwater,21,36,36,Deepwater; Ashford Reserve; Norfolk Reserve; Not in a reserve; Crest; Lambeth Reserve; Lansdowne; Lot 5 Prescott Parade,0.079246,0.090134,-33.97277,-33.893524,150.972476,151.06261
Solanum seaforthianum,Recent,5,2020,2020-04-20,-33.892822,150.972438,Lansdowne,2008,2008-04-28,-33.902161,150.998009,Carysfield,12,4,4,Carysfield; Lansdowne; Salt Pan Reserve,0.070271,0.068092,-33.963093,-33.892822,150.972438,151.04053
Stephania japonica,Recent,5,2020,2020-04-03,-33.977766,150.996904,Not in a reserve,2009,2009-05-28,-33.97441,151.037028,Not in a reserve,11,3,3,Not in a reserve; Lambeth Reserve,0.004554,0.040124,-33.977766,-33.973212,150.996904,151.037028
Lepidium africanum,Recent,5,2020,2020-06-27,-33.935253,150.9881,Not in a reserve,2001,2001-12-21,-33.97277,150.998412,Lambeth Reserve,19,10,10,Deepwater; Not in a reserve; Lambeth Reserve; Crest,0.079976,0.049812,-33.97277,-33.892794,150.972256,151.022068
Asparagus virgatus,Recent,5,2020,2020-02-19,-33.904543,151.038029,Not in a reserve,2013,2013-12-17,-33.888269,151.029949,Not in a reserve,7,4,4,Not in a reserve; Lansdowne,0.050735,0.066503,-33.939004,-33.888269,150.974029,151.040532
Leichhardtia viridiflora subsp. viridiflora,Recent,5,2020,2020-05-29,-33.893888,150.975268,Lansdowne,2009,2009-10-08,-33.894816,150.977902,Lansdowne,11,447,447,Lansdowne,0.00334,0.004602,-33.894816,-33.891476,150.973841,150.978443
Carex appressa,Recent,5,2020,2020-03-06,-33.929733,150.98307,Ashford Reserve,2009,2009-11-19,-33.93047,150.98072,Not in a reserve,11,26,26,Deepwater; Not in a reserve; Ashford Reserve; Carysfield; Virginius Reserve,0.068828,0.147884,-33.95872,-33.889892,150.973529,151.121413
Thunbergia alata,Recent,5,2020,2020-04-03,-33.977766,150.996904,Not in a reserve,2001,2001-12-21,-33.97277,150.998412,Lambeth Reserve,19,6,6,Not in a reserve; Lambeth Reserve,0.088302,0.049599,-33.977766,-33.889464,150.99463,151.044229
Hypochaeris albiflora,Recent,5,2020,2020-03-30,-33.964571,151.010754,Not in a reserve,2009,2009-03-05,-33.91417,150.99741,Not in a reserve,11,5,5,Not in a reserve; Deepwater,0.076793,0.074778,-33.964571,-33.887778,150.978,151.052778
Tibouchina urvilleana,Recent,5,2020,2020-02-19,-33.904543,151.038029,Not in a reserve,2019,2019-03-08,-33.905179,151.038241,Not in a reserve,1,2,2,Not in a reserve,0.000636,0.000212,-33.905179,-33.904543,151.038029,151.038241
Tradescantia zebrina,Recent,5,2020,2020-04-03,-33.977766,150.996904,Not in a reserve,2004,2004-01-16,-33.910549,150.988188,Not in a reserve,16,3,3,Not in a reserve,0.067463,0.008883,-33.977766,-33.910303,150.988021,150.996904
Urena lobata,Recent,5,2020,2020-04-03,-33.977766,150.996904,Not in a reserve,2020,2020-04-03,-33.977766,150.996904,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Callisia fragrans,Recent,5,2020,2020-04-03,-33.977766,150.996904,Not in a reserve,2016,2016-08-10,-33.977778,150.996944,Not in a reserve,4,2,2,Not in a reserve,1.2e-05,4e-05,-33.977778,-33.977766,150.996904,150.996944
Camellia japonica,Recent,5,2020,2020-04-03,-33.977766,150.996904,Not in a reserve,2014,2014-06-06,-33.967904,151.007012,Not in a reserve,6,2,2,Not in a reserve,0.009862,0.010108,-33.977766,-33.967904,150.996904,151.007012
Camellia sasanqua,Recent,5,2020,2020-06-27,-33.935253,150.9881,Not in a reserve,2020,2020-06-27,-33.935253,150.9881,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Bryophyllum daigremontianum,Recent,5,2020,2020-04-03,-33.977766,150.996904,Not in a reserve,2014,2014-02-05,-33.948652,150.973816,Deepwater,6,2,2,Deepwater; Not in a reserve,0.029114,0.023088,-33.977766,-33.948652,150.973816,150.996904
Vincetoxicum barbatum,Recent,5,2020,2020-03-06,-33.929542,150.984621,Ashford Reserve,1999,1999-06-23,-33.94661,150.974342,Deepwater,21,12,12,Deepwater; Kelso Beach; Ashford Reserve; Not in a reserve; Lansdowne,0.060277,0.058903,-33.952058,-33.891781,150.973327,151.03223
Verbascum virgatum,Recent,5,2020,2020-06-27,-33.935253,150.9881,Not in a reserve,2018,2018-05-18,-33.933291,150.97841,Not in a reserve,2,2,2,Not in a reserve,0.001962,0.00969,-33.935253,-33.933291,150.97841,150.9881
Typha orientalis,Recent,5,2020,2020-03-06,-33.929733,150.98307,Ashford Reserve,2004,2004-10-08,-33.955749,151.038922,Davies Road,16,16,16,Amaroo; Ashford Reserve; Davies Road; Not in a reserve,0.065857,0.150071,-33.955749,-33.889892,150.97841,151.128481
Laxmannia gracilis,Recent,5,2020,2020-03-06,-33.929585,150.986124,Ashford Reserve,1998,1998-12-21,-33.896631,150.977972,Lansdowne,22,15,15,Ashford Reserve; Carysfield; Kelso Beach; Kentucky Reserve; Lansdowne; Not in a reserve; Flood Reserve,0.074485,0.123882,-33.971111,-33.896626,150.971796,151.095678
Jasminum polyanthum,Recent,5,2020,2020-04-03,-33.977766,150.996904,Not in a reserve,2009,2009-10-01,-33.966686,151.041687,Not in a reserve,11,5,5,Not in a reserve; Lansdowne,0.085424,0.074941,-33.977766,-33.892342,150.966746,151.041687
Acacia myrtifolia,Recent,5,2020,2020-02-19,-33.904543,151.038029,Not in a reserve,2000,2000-06-01,-33.928986,151.024518,Not in a reserve,20,11,11,Not in a reserve; Salt Pan Reserve,0.067993,0.028527,-33.972536,-33.904543,151.012334,151.040861
Acacia binervia,Recent,5,2020,2020-03-06,-33.928512,150.980048,Kentucky Reserve,1996,1996-05-28,-33.876731,150.987901,Not in a reserve,24,27,27,Deepwater; Adept Lane Reserve; Kentucky Reserve; Not in a reserve; Norfolk Reserve,0.091173,0.101473,-33.967904,-33.876731,150.973523,151.074996
Wisteria sinensis,Recent,5,2020,2020-01-14,-33.895443,151.041306,Not in a reserve,2008,2008-05-29,-33.96926,151.044229,Not in a reserve,12,3,3,Not in a reserve,0.073817,0.065819,-33.96926,-33.895443,150.97841,151.044229
Acacia cultriformis,Recent,5,2020,2020-04-03,-33.977766,150.996904,Not in a reserve,2020,2020-04-03,-33.977766,150.996904,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Acacia buxifolia,Recent,5,2020,2020-04-03,-33.977766,150.996904,Not in a reserve,2016,2016-08-10,-33.977778,150.996944,Not in a reserve,4,2,2,Not in a reserve,1.2e-05,4e-05,-33.977778,-33.977766,150.996904,150.996944
Abutilon theophrasti,Recent,5,2020,2020-04-03,-33.977766,150.996904,Not in a reserve,2020,2020-04-03,-33.977766,150.996904,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Wahlenbergia multicaulis,Recent,4,2021,2021-05-27,-33.94619,150.980984,Deepwater,1992,1992-10-29,-33.885885,151.052556,Not in a reserve,29,14,14,Deepwater; Not in a reserve,0.060938,0.076786,-33.94619,-33.885252,150.979018,151.055804
Westringia fruticosa,Recent,4,2021,2021-08-18,-33.951972,151.018006,Not in a reserve,2015,2015-09-15,-33.890332,151.055229,Not in a reserve,6,2,2,Not in a reserve,0.06164,0.037223,-33.951972,-33.890332,151.018006,151.055229
Rubus anglocandicans,Recent,4,2021,2021-05-27,-33.946339,150.979163,Deepwater,2009,2009-10-26,-33.927625,151.139081,Not in a reserve,12,6,6,Deepwater; Not in a reserve,0.024433,0.164345,-33.952058,-33.927625,150.974736,151.139081
Watsonia meriana,Recent,4,2021,2021-05-27,-33.946339,150.979163,Deepwater,2004,2004-01-16,-33.910549,150.988188,Not in a reserve,17,6,6,Deepwater; Not in a reserve; Virginius Reserve; Airport Reserve; Lansdowne,0.064844,0.044933,-33.95872,-33.893876,150.977407,151.02234
Hedychium coronarium,Recent,4,2021,2021-08-18,-33.892368,150.974758,Lansdowne,2021,2021-08-18,-33.892368,150.974758,Lansdowne,0,1,1,Lansdowne,,,,,,
Cortaderia selloana,Recent,4,2021,2021-05-27,-33.946339,150.979163,Deepwater,2001,2001-12-21,-33.972962,150.996914,Not in a reserve,20,13,13,Deepwater; Not in a reserve,0.08574,0.169444,-33.972962,-33.887222,150.97841,151.147854
Ricinus communis,Recent,4,2021,2021-05-27,-33.946339,150.979163,Deepwater,2004,2004-10-08,-33.909349,150.994229,Crest,17,16,16,Crest; Deepwater; Not in a reserve,0.07728,0.169444,-33.964571,-33.887291,150.97841,151.147854
Lemna disperma,Recent,4,2021,2021-05-27,-33.946339,150.979163,Deepwater,2021,2021-05-27,-33.946339,150.979163,Deepwater,0,1,1,Deepwater,,,,,,
Lepyrodia scariosa,Recent,4,2021,2021-06-24,-33.879133,150.987624,Not in a reserve,1999,1999-05-05,-33.973341,151.009964,Not in a reserve,22,10,10,Not in a reserve,0.101534,0.05066,-33.980667,-33.879133,150.987624,151.038284
Vicia sativa,Recent,4,2021,2021-08-18,-33.951296,150.981672,Kelso Creek,2004,2004-11-23,-33.891122,151.041625,Not in a reserve,17,16,16,Kelso Creek; Lansdowne; Not in a reserve; Virginius Reserve; Deepwater,0.069256,0.167662,-33.95872,-33.889464,150.974758,151.14242
Hydrocotyle bonariensis,Recent,4,2021,2021-08-18,-33.951296,150.981672,Kelso Creek,2008,2008-05-29,-33.96926,151.044229,Not in a reserve,13,6,6,Kelso Creek; Not in a reserve,0.081969,0.067831,-33.96926,-33.887291,150.980007,151.047838
Eucalyptus viminalis,Recent,4,2021,2021-05-27,-33.946339,150.979163,Deepwater,2015,2015-11-23,-33.946174,150.981016,Deepwater,6,3,3,Deepwater,0.000784,0.001998,-33.946339,-33.945555,150.979018,150.981016
Euphorbia dallachyana,Recent,4,2021,2021-05-27,-33.946339,150.979163,Deepwater,2021,2021-05-27,-33.946339,150.979163,Deepwater,0,1,1,Deepwater,,,,,,
Opuntia tomentosa,Recent,4,2021,2021-05-27,-33.946339,150.979163,Deepwater,2021,2021-05-27,-33.946339,150.979163,Deepwater,0,1,1,Deepwater,,,,,,
Onopordum acanthium,Recent,4,2021,2021-05-27,-33.946339,150.979163,Deepwater,2007,2007-12-18,-33.88959,151.038466,Not in a reserve,14,7,7,Deepwater; Not in a reserve,0.071561,0.067659,-33.946339,-33.874778,150.979163,151.046822
Fumaria bastardii,Recent,4,2021,2021-05-27,-33.946339,150.979163,Deepwater,2021,2021-05-27,-33.946339,150.979163,Deepwater,0,1,1,Deepwater,,,,,,
Asparagus plumosus,Recent,4,2021,2021-12-06,-33.927173,151.149572,Not in a reserve,2000,2000-06-29,-33.941424,151.046734,Not in a reserve,21,24,24,Carysfield; Deepwater; Not in a reserve; Lambeth Reserve; Lansdowne,0.085619,0.176825,-33.977766,-33.892147,150.972747,151.149572
Bromus brevis,Recent,4,2021,2021-05-27,-33.946339,150.979163,Deepwater,2021,2021-05-27,-33.946339,150.979163,Deepwater,0,1,1,Deepwater,,,,,,
Ipomoea purpurea,Recent,4,2021,2021-05-27,-33.946339,150.979163,Deepwater,2004,2004-10-08,-33.909349,150.994229,Crest,17,3,3,Crest; Deepwater; Salt Pan Reserve,0.053744,0.061367,-33.963093,-33.909349,150.979163,151.04053
Sporobolus indicus,Recent,4,2021,2021-06-02,-33.877207,150.989496,Not in a reserve,2021,2021-06-02,-33.877207,150.989496,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Alternanthera philoxeroides,Recent,4,2021,2021-05-27,-33.946339,150.979163,Deepwater,2004,2004-11-22,-33.889464,150.99463,Not in a reserve,17,17,17,Deepwater; Not in a reserve; Ashford Reserve; Kentucky Reserve,0.084841,0.167285,-33.974305,-33.889464,150.971796,151.139081
Alternanthera pungens,Recent,4,2021,2021-05-04,-33.900655,150.975598,Lansdowne,2008,2008-04-28,-33.902161,150.998009,Carysfield,13,7,7,Carysfield; Deepwater; Lansdowne; Miram-Beena; Not in a reserve,0.057391,0.057862,-33.949172,-33.891781,150.974368,151.03223
Taraxacum,Recent,4,2021,2021-05-04,-33.900655,150.975598,Lansdowne,2014,2014-11-06,-33.89427,150.97705,Lansdowne,7,2,2,Lansdowne,0.006385,0.001452,-33.900655,-33.89427,150.975598,150.97705
Chloris virgata,Recent,4,2021,2021-05-04,-33.900655,150.975598,Lansdowne,2008,2008-04-28,-33.902161,150.998009,Carysfield,13,5,5,Carysfield; Kentucky Reserve; Lansdowne; Not in a reserve,0.053378,0.030716,-33.928156,-33.874778,150.975598,151.006314
Cardiospermum grandiflorum,Recent,4,2021,2021-05-27,-33.946339,150.979163,Deepwater,1999,1999-06-23,-33.948872,150.974775,Deepwater,22,45,45,Deepwater; Kentucky Reserve; Lansdowne; Miram-Beena; Not in a reserve; Virginius Reserve; Lambeth Reserve; Kelso Beach,0.090935,0.174478,-33.978226,-33.887291,150.967885,151.142363
Plumbago auriculata,Recent,4,2021,2021-08-18,-33.892368,150.974758,Lansdowne,2014,2014-06-06,-33.967904,151.007012,Not in a reserve,7,4,4,Lansdowne; Not in a reserve,0.075536,0.06081,-33.967904,-33.892368,150.974758,151.035568
Plectranthus verticillatus,Recent,4,2021,2021-05-27,-33.946339,150.979163,Deepwater,2004,2004-01-16,-33.910549,150.988188,Not in a reserve,17,3,3,Deepwater; Not in a reserve,0.036036,0.009025,-33.946339,-33.910303,150.979163,150.988188
Plectranthus parviflorus,Recent,4,2021,2021-05-27,-33.946339,150.979163,Deepwater,1998,1998-12-21,-33.90796,150.995278,Crest,23,14,14,Deepwater; Crest; Lansdowne; Not in a reserve,0.0869,0.067783,-33.980667,-33.893767,150.973523,151.041306
Eragrostis brownii,Recent,4,2021,2021-05-27,-33.946339,150.979163,Deepwater,1999,1999-02-11,-33.900784,150.997609,Carysfield,22,29,29,Adept Lane Reserve; Not in a reserve; Airport Reserve; Ashford Reserve; Carysfield; Deepwater; Kelso Beach; Norfolk Reserve; Lambeth Reserve,0.09581,0.123981,-33.981062,-33.885252,150.971796,151.095777
Persicaria decipiens,Recent,4,2021,2021-05-27,-33.946339,150.979163,Deepwater,2004,2004-11-22,-33.889464,150.99463,Not in a reserve,17,18,18,Crest; Deepwater; Norfolk Reserve; Not in a reserve; Virginius Reserve; Lansdowne,0.084841,0.145784,-33.974305,-33.889464,150.97841,151.124194
Eucalyptus acmenoides,Recent,4,2021,2021-05-27,-33.946339,150.979163,Deepwater,2000,2000-06-29,-33.941424,151.046734,Not in a reserve,21,7,7,Deepwater; Not in a reserve,0.041796,0.109147,-33.946339,-33.904543,150.979163,151.08831
Atriplex australasica,Recent,4,2021,2021-05-27,-33.946339,150.979163,Deepwater,2015,2015-03-14,-33.949172,150.974368,Deepwater,6,2,2,Deepwater,0.002833,0.004795,-33.949172,-33.946339,150.974368,150.979163
Tetragonia tetragonoides,Recent,4,2021,2021-05-27,-33.946339,150.979163,Deepwater,2001,2001-12-21,-33.972761,150.998401,Lambeth Reserve,20,51,51,Deepwater; Not in a reserve; Davies Road; East Hills Park; Kentucky Reserve; Lambeth Reserve; Miram-Beena; Norfolk Reserve; Salt Pan Reserve; Lansdowne; Kelso Beach; Virginius Reserve,0.080714,0.185406,-33.974305,-33.893591,150.968563,151.153969
Dimorphotheca ecklonis,Recent,4,2021,2021-09-10,-33.974972,151.033222,Not in a reserve,2016,2016-06-22,-33.909525,151.133937,Not in a reserve,5,5,5,Not in a reserve,0.079352,0.100715,-33.974972,-33.89562,151.033222,151.133937
Setaria pumila,Recent,4,2021,2021-05-27,-33.946339,150.979163,Deepwater,2018,2018-04-07,-33.891781,151.03223,Not in a reserve,3,3,3,Deepwater; Not in a reserve,0.054558,0.106714,-33.946339,-33.891781,150.979163,151.085877
Senna septemtrionalis,Recent,4,2021,2021-05-27,-33.946339,150.979163,Deepwater,2018,2018-05-23,-33.930461,150.980164,Not in a reserve,3,4,4,Deepwater; Not in a reserve,0.016796,0.003825,-33.946339,-33.929543,150.979163,150.982988
Melaleuca deanei,Recent,4,2021,2021-05-27,-33.946339,150.979163,Deepwater,1901,1901-09-30,-33.915115,151.134457,Not in a reserve,120,3,3,Deepwater; Not in a reserve,0.031224,0.155294,-33.946339,-33.915115,150.979163,151.134457
Sida spinosa,Recent,4,2021,2021-05-27,-33.946339,150.979163,Deepwater,2021,2021-05-27,-33.946339,150.979163,Deepwater,0,1,1,Deepwater,,,,,,
Solanum mauritianum,Recent,4,2021,2021-05-27,-33.946339,150.979163,Deepwater,2009,2009-10-01,-33.966686,151.041687,Not in a reserve,12,10,10,Deepwater; Not in a reserve; Virginius Reserve,0.05621,0.165805,-33.977766,-33.921556,150.97841,151.144215
Salpichroa origanifolia,Recent,4,2021,2021-05-27,-33.946339,150.979163,Deepwater,2011,2011-04-13,-33.950566,150.975578,Not in a reserve,10,4,4,Not in a reserve; Deepwater,0.011103,0.007367,-33.951399,-33.940296,150.971796,150.979163
Melaleuca ericifolia,Recent,4,2021,2021-05-27,-33.946339,150.979163,Deepwater,1996,1996-06-03,-33.974393,151.005084,Not in a reserve,25,20,20,Deepwater; Not in a reserve; Ashford Reserve; Davies Road; Kentucky Reserve; Salt Pan Reserve; Virginius Reserve; Airport Reserve,0.050113,0.066455,-33.974393,-33.92428,150.974736,151.041191
Nephrolepis cordifolia,Recent,4,2021,2021-08-18,-33.892368,150.974758,Lansdowne,2021,2021-08-18,-33.892368,150.974758,Lansdowne,0,1,1,Lansdowne,,,,,,
Bryophyllum delagoense,Recent,4,2021,2021-08-18,-33.892368,150.974758,Lansdowne,2001,2001-12-21,-33.97277,150.998412,Lambeth Reserve,20,19,19,Deepwater; Lansdowne; Not in a reserve; Lambeth Reserve; Kelso Beach,0.08541,0.173705,-33.977778,-33.892368,150.974229,151.147934
Melaleuca sieberi,Recent,4,2021,2021-05-27,-33.946339,150.979163,Deepwater,2012,2012-10-16,-33.89101,151.04623,Not in a reserve,9,11,11,Airport Reserve; Ashford Reserve; Deepwater; Not in a reserve,0.059117,0.078713,-33.946339,-33.887222,150.97462,151.053333
Passiflora edulis,Recent,4,2021,2021-08-18,-33.951296,150.981672,Kelso Creek,1999,1999-06-23,-33.948872,150.974775,Deepwater,22,10,10,Deepwater; Not in a reserve; Ashford Reserve; Carysfield; Kelso Creek; Lambeth Reserve,0.072249,0.076192,-33.97441,-33.902161,150.973514,151.049706
Paspalum quadrifarium,Recent,4,2021,2021-05-27,-33.946339,150.979163,Deepwater,2018,2018-01-25,-33.874778,151.006314,Not in a reserve,3,2,2,Deepwater; Not in a reserve,0.071561,0.027151,-33.946339,-33.874778,150.979163,151.006314
Dracaena marginata,Recent,3,2022,2022-03-21,-33.912606,151.034377,Not in a reserve,2022,2022-03-21,-33.912606,151.034377,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Allocasuarina torulosa,Recent,3,2022,2022-03-21,-33.912606,151.034377,Not in a reserve,2010,2010-02-17,-33.971963,151.012334,Not in a reserve,12,4,4,Not in a reserve,0.097185,0.031715,-33.971963,-33.874778,151.006314,151.038029
Asclepias curassavica,Recent,3,2022,2022-11-18,-33.973697,151.005009,Not in a reserve,2022,2022-11-18,-33.973697,151.005009,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Leptospermum trinervium,Recent,3,2022,2022-11-18,-33.973697,151.005009,Not in a reserve,1999,1999-02-15,-33.903692,151.095678,Not in a reserve,23,28,28,Not in a reserve; Davies Road; Salt Pan Reserve; Lambeth Reserve; The River Reserve,0.077507,0.124306,-33.981062,-33.903555,150.971471,151.095777
Heptapleurum arboricola,Recent,3,2022,2022-03-21,-33.912606,151.034377,Not in a reserve,2022,2022-03-21,-33.912606,151.034377,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Hibbertia diffusa,Recent,3,2022,2022-11-18,-33.973697,151.005009,Not in a reserve,2016,2016-11-10,-33.917533,150.980007,Not in a reserve,6,2,2,Not in a reserve,0.056164,0.025002,-33.973697,-33.917533,150.980007,151.005009
Rytidosperma longifolium,Recent,3,2022,2022-12-02,-33.926389,151.145833,Not in a reserve,2001,2001-12-21,-33.972761,150.998401,Lambeth Reserve,21,6,6,Davies Road; Not in a reserve; Lambeth Reserve,0.046372,0.148958,-33.972761,-33.926389,150.998401,151.147359
