Scientific_Name,Missing_Status,Years_Missing,Last_Record_Year,Last_Record_Date,Last_Known_Latitude,Last_Known_Longitude,Last_Known_Reserve,First_Record_Year,First_Record_Date,First_Known_Latitude,First_Known_Longitude,First_Known_Reserve,Record_Span_Years,Total_Records,GPS_Locations,All_Reserves_Found,Geographic_Range_Lat,Geographic_Range_Lon,Min_Latitude,Max_Latitude,Min_Longitude,Max_Longitude
Hydrocotyle laxiflora,Recent,17,2008,2008-02-13,-33.946827,150.972747,Deepwater,1999,1999-02-11,-33.900784,150.997609,Carysfield,9,4,4,Carysfield; Deepwater,0.046048,0.024862,-33.946827,-33.900779,150.972747,150.997609
Juncus vaginatus,Recent,17,2008,2008-11-26,-33.955611,151.040085,Davies Road,2008,2008-11-26,-33.955611,151.040085,Davies Road,0,1,1,Davies Road,,,,,,
Juncus tenuis,Recent,17,2008,2008-02-13,-33.951541,150.975881,Deepwater,1999,1999-05-05,-33.973341,151.009964,Not in a reserve,9,2,2,Not in a reserve; Deepwater,0.0218,0.034083,-33.973341,-33.951541,150.975881,151.009964
Hypoxis hygrometrica,Recent,17,2008,2008-03-07,-33.900035,150.980159,Lansdowne,2008,2008-03-07,-33.900035,150.980159,Lansdowne,0,1,1,Lansdowne,,,,,,
Hypericum japonicum,Recent,17,2008,2008-04-02,-33.957004,150.983918,Kelso Beach,2008,2008-04-02,-33.957004,150.983918,Kelso Beach,0,1,1,Kelso Beach,,,,,,
Hydrocotyle sibthorpioides,Recent,17,2008,2008-02-14,-33.973846,151.004433,Not in a reserve,1999,1999-06-23,-33.948872,150.974775,Deepwater,9,5,5,Airport Reserve; Deepwater; Lot 5 Prescott Parade; Not in a reserve,0.044858,0.031957,-33.973846,-33.928988,150.972476,151.004433
Leichhardtia flavescens,Recent,17,2008,2008-03-07,-33.893876,150.977407,Lansdowne,2008,2008-03-07,-33.893876,150.977407,Lansdowne,0,1,1,Lansdowne,,,,,,
Lasiopetalum ferrugineum var. cordatum,Recent,17,2008,2008-11-21,-33.89269,150.97436,Lansdowne,2008,2008-11-21,-33.89269,150.97436,Lansdowne,0,2,2,Lansdowne,0.002265,0.001085,-33.89269,-33.890425,150.973275,150.97436
Medicago arabica,Recent,17,2008,2008-04-28,-33.902161,150.998009,Carysfield,2008,2008-04-28,-33.902161,150.998009,Carysfield,0,2,2,Carysfield; Norfolk Reserve,0.00857,0.064601,-33.902161,-33.893591,150.998009,151.06261
Lepidium pseudohyssopifolium,Recent,17,2008,2008-01-17,-33.928156,150.979715,Kentucky Reserve,2008,2008-01-17,-33.928156,150.979715,Kentucky Reserve,0,2,2,Kentucky Reserve; Deepwater,0.023385,0.003834,-33.951541,-33.928156,150.975881,150.979715
Malus domestica,Recent,17,2008,2008-04-28,-33.902161,150.998009,Carysfield,2008,2008-04-28,-33.902161,150.998009,Carysfield,0,1,1,Carysfield,,,,,,
Myoporum acuminatum,Recent,17,2008,2008-03-07,-33.911035,150.996728,Crest,1996,1996-06-03,-33.979836,151.007121,Not in a reserve,12,3,3,Crest; Not in a reserve,0.10588,0.023479,-33.979836,-33.873956,150.983642,151.007121
Muellerina eucalyptoides,Recent,17,2008,2008-04-28,-33.902161,150.998009,Carysfield,2004,2004-01-16,-33.910549,150.988188,Not in a reserve,4,2,2,Carysfield; Not in a reserve,0.008388,0.009821,-33.910549,-33.902161,150.988188,150.998009
Eriostemon australasius,Recent,17,2008,2008-05-21,-33.980667,151.012818,Not in a reserve,2008,2008-05-21,-33.980667,151.012818,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Cyperus enervis,Recent,17,2008,2008-03-07,-33.911035,150.996728,Crest,2008,2008-03-07,-33.911035,150.996728,Crest,0,1,1,Crest,,,,,,
Cryptandra spinescens,Recent,17,2008,2008-11-21,-33.89269,150.97436,Lansdowne,2007,2007-11-23,-33.89269,150.97436,Lansdowne,1,4,4,Lansdowne,0.002265,0.001085,-33.89269,-33.890425,150.973275,150.97436
Dichelachne parva,Recent,17,2008,2008-04-28,-33.902161,150.998009,Carysfield,1999,1999-06-28,-33.902277,150.978906,Lansdowne,9,4,4,Carysfield; Norfolk Reserve; Lansdowne; Miram-Beena,0.015915,0.083704,-33.909506,-33.893591,150.978906,151.06261
Cyperus laevis,Recent,17,2008,2008-02-13,-33.948794,150.973327,Deepwater,2008,2008-02-13,-33.948794,150.973327,Deepwater,0,1,1,Deepwater,,,,,,
Dizygotheca elegantissima,Recent,17,2008,2008-05-29,-33.96926,151.044229,Not in a reserve,2008,2008-05-29,-33.96926,151.044229,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Gazania rigens,Recent,17,2008,2008-04-28,-33.902161,150.998009,Carysfield,2008,2008-04-28,-33.902161,150.998009,Carysfield,0,1,1,Carysfield,,,,,,
Gelsemium sempervirens,Recent,17,2008,2008-04-28,-33.902161,150.998009,Carysfield,2008,2008-04-28,-33.902161,150.998009,Carysfield,0,1,1,Carysfield,,,,,,
Austrostipa rudis subsp. rudis,Recent,17,2008,2008-03-07,-33.900035,150.980159,Lansdowne,2008,2008-03-07,-33.900035,150.980159,Lansdowne,0,3,3,Lansdowne,0.006159,0.002752,-33.900035,-33.893876,150.977407,150.980159
Cassinia laevis,Recent,17,2008,2008-04-28,-33.902161,150.998009,Carysfield,2008,2008-04-28,-33.902161,150.998009,Carysfield,0,1,1,Carysfield,,,,,,
Centaurium erythraea,Recent,17,2008,2008-01-17,-33.928156,150.979715,Kentucky Reserve,2007,2007-12-07,-33.921721,150.997022,Not in a reserve,1,3,3,Kentucky Reserve; Not in a reserve,0.006445,0.017309,-33.928156,-33.921711,150.979715,150.997024
Cenchrus setaceus,Recent,17,2008,2008-04-28,-33.902161,150.998009,Carysfield,2008,2008-04-28,-33.902161,150.998009,Carysfield,0,1,1,Carysfield,,,,,,
Bossiaea buxifolia,Recent,17,2008,2008-03-07,-33.900035,150.980159,Lansdowne,2008,2008-03-07,-33.900035,150.980159,Lansdowne,0,1,1,Lansdowne,,,,,,
Bromus rubens,Recent,17,2008,2008-04-28,-33.902161,150.998009,Carysfield,2008,2008-04-28,-33.902161,150.998009,Carysfield,0,1,1,Carysfield,,,,,,
Callistemon subulatus,Recent,17,2008,2008-12-07,-33.921711,150.997024,Not in a reserve,2007,2007-12-07,-33.921721,150.997022,Not in a reserve,1,2,2,Not in a reserve,1e-05,2e-06,-33.921721,-33.921711,150.997022,150.997024
Canna generalis,Recent,17,2008,2008-05-29,-33.96926,151.044229,Not in a reserve,2008,2008-05-29,-33.96926,151.044229,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Woollsia pungens,Recent,17,2008,2008-05-21,-33.980667,151.012818,Not in a reserve,2008,2008-05-21,-33.980667,151.012818,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Acacia genistifolia,Recent,16,2009,2009-11-06,-33.917222,150.980278,Not in a reserve,2009,2009-11-06,-33.917222,150.980278,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Bougainvillea glabra,Recent,16,2009,2009-12-11,-33.895905,150.967885,Lansdowne,2009,2009-12-11,-33.895905,150.967885,Lansdowne,0,1,1,Lansdowne,,,,,,
Ficinia nodosa,Recent,16,2009,2009-05-28,-33.97441,151.037028,Not in a reserve,2006,2006-11-01,-33.97194,151.032868,Not in a reserve,3,3,3,Not in a reserve,0.00247,0.00416,-33.97441,-33.97194,151.032868,151.037028
Tropaeolum majus,Recent,16,2009,2009-10-01,-33.966686,151.041687,Not in a reserve,2001,2001-12-21,-33.972761,150.998401,Lambeth Reserve,8,7,7,Carysfield; Crest; Not in a reserve; Lambeth Reserve,0.083297,0.047458,-33.972761,-33.889464,150.994229,151.041687
Patersonia sericea,Recent,16,2009,2009-04-23,-33.980758,150.999551,Not in a reserve,1999,1999-05-05,-33.973341,151.009964,Not in a reserve,10,3,3,Not in a reserve,0.051772,0.024967,-33.980758,-33.928986,150.999551,151.024518
Amyema congener,Recent,16,2009,2009-04-16,-33.931844,151.036664,Adept Lane Reserve,2007,2007-07-24,-33.930127,151.005778,Not in a reserve,2,4,4,Adept Lane Reserve; Not in a reserve,0.005104,0.13501,-33.931844,-33.92674,151.005778,151.140788
Orianthera pusilla,Recent,16,2009,2009-09-02,-33.949675,150.979911,Deepwater,2009,2009-09-02,-33.949675,150.979911,Deepwater,0,1,1,Deepwater,,,,,,
Dipogon lignosus,Recent,16,2009,2009-10-01,-33.966686,151.041687,Not in a reserve,2008,2008-05-29,-33.96926,151.044229,Not in a reserve,1,2,2,Not in a reserve,0.002574,0.002542,-33.96926,-33.966686,151.041687,151.044229
Anthosachne kingiana,Recent,16,2009,2009-12-10,-33.90947,150.99401,Crest,2009,2009-12-10,-33.90947,150.99401,Crest,0,1,1,Crest,,,,,,
Tecoma capensis,Recent,16,2009,2009-10-01,-33.966686,151.041687,Not in a reserve,2009,2009-10-01,-33.966686,151.041687,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Plumeria rubra,Recent,16,2009,2009-10-22,-33.916709,151.078032,Not in a reserve,2009,2009-10-22,-33.916709,151.078032,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Pomaderris ligustrina,Recent,16,2009,2009-11-18,-33.89269,150.97436,Lansdowne,2008,2008-11-21,-33.89269,150.97436,Lansdowne,1,3,3,Lansdowne,0.002265,0.001085,-33.89269,-33.890425,150.973275,150.97436
Persoonia laurina,Recent,16,2009,2009-10-22,-33.931725,151.004549,Not in a reserve,2009,2009-10-22,-33.931725,151.004549,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Persicaria strigosa,Recent,16,2009,2009-11-13,-33.930188,151.124194,Not in a reserve,2009,2009-11-13,-33.930188,151.124194,Not in a reserve,0,2,2,Not in a reserve,0.0,0.0,-33.930188,-33.930188,151.124194,151.124194
Philotheca salsolifolia,Recent,16,2009,2009-11-12,-33.97194,151.03287,Not in a reserve,2009,2009-11-12,-33.97194,151.03287,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Caladenia picta,Recent,16,2009,2009-05-28,-33.973447,151.038284,Not in a reserve,2009,2009-05-28,-33.973447,151.038284,Not in a reserve,0,2,2,Not in a reserve,0.001041,0.00077,-33.973447,-33.972406,151.037514,151.038284
Pomaderris discolor,Recent,16,2009,2009-09-02,-33.952073,150.981742,Kelso Beach,2008,2008-11-26,-33.955611,151.040085,Davies Road,1,2,2,Davies Road; Kelso Beach,0.003538,0.058343,-33.955611,-33.952073,150.981742,151.040085
Leucopogon amplexicaulis,Recent,16,2009,2009-06-02,-33.972406,151.037514,Not in a reserve,2009,2009-06-02,-33.972406,151.037514,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Cryptandra propinqua,Recent,16,2009,2009-09-11,-33.976003,151.006005,Not in a reserve,2009,2009-09-11,-33.976003,151.006005,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Cryptostylis erecta,Recent,16,2009,2009-04-23,-33.97967,151.00081,Not in a reserve,2008,2008-02-14,-33.973846,151.004433,Not in a reserve,1,2,2,Not in a reserve,0.005824,0.003623,-33.97967,-33.973846,151.00081,151.004433
Acacia schinoides,Recent,16,2009,2009-10-01,-33.966686,151.041687,Not in a reserve,2009,2009-10-01,-33.966686,151.041687,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Acianthus fornicatus,Recent,16,2009,2009-05-28,-33.973447,151.038284,Not in a reserve,1955,1955-05-16,-33.973631,151.000941,Not in a reserve,54,6,6,Not in a reserve,0.008656,0.040798,-33.981062,-33.972406,150.997486,151.038284
Ceratopetalum apetalum,Recent,16,2009,2009-12-21,-33.930181,151.133176,Not in a reserve,2009,2009-12-21,-33.930181,151.133176,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Hibbertia monogyna,Recent,16,2009,2009-05-28,-33.973447,151.038284,Not in a reserve,2009,2009-05-28,-33.973447,151.038284,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Verbena hispida,Recent,16,2009,2009-03-18,-33.910606,150.987295,Not in a reserve,2009,2009-03-18,-33.910606,150.987295,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Xanthorrhoea arborea,Recent,16,2009,2009-04-23,-33.980758,150.999551,Not in a reserve,1999,1999-06-22,-33.981062,150.99961,Not in a reserve,10,10,10,Not in a reserve; Davies Road; Salt Pan Reserve,0.054322,0.141237,-33.981062,-33.92674,150.999551,151.140788
Xanthorrhoea concava,Recent,16,2009,2009-05-28,-33.973447,151.038284,Not in a reserve,2008,2008-04-28,-33.902161,150.998009,Carysfield,1,3,3,Not in a reserve; Carysfield,0.071286,0.042408,-33.973447,-33.902161,150.998009,151.040417
Kennedia prostrata,Recent,16,2009,2009-10-01,-33.966686,151.041687,Not in a reserve,2009,2009-10-01,-33.966686,151.041687,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Wurmbea dioica,Recent,16,2009,2009-03-20,-33.95284,151.006664,Not in a reserve,1998,1998-12-21,-33.910942,150.998453,Bellevue,11,6,6,Not in a reserve; Bellevue; Louisa,0.048182,0.03981,-33.95284,-33.904658,150.998439,151.038249
Kunzea capitata,Recent,16,2009,2009-09-10,-33.928385,151.009354,Not in a reserve,2009,2009-09-10,-33.928385,151.009354,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Coronidium oxylepis,Recent,16,2009,2009-10-15,-33.97194,151.03287,Not in a reserve,2001,2001-12-21,-33.972761,150.998401,Lambeth Reserve,8,2,2,Lambeth Reserve; Not in a reserve,0.000821,0.034469,-33.972761,-33.97194,150.998401,151.03287
Schizomeria ovata,Recent,16,2009,2009-05-28,-33.97441,151.037028,Not in a reserve,2009,2009-05-28,-33.97441,151.037028,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Leucopogon virgatus,Recent,16,2009,2009-04-23,-33.980758,150.999551,Not in a reserve,2009,2009-04-23,-33.980758,150.999551,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Spergularia levis,Recent,16,2009,2009-03-18,-33.910606,150.987295,Not in a reserve,2009,2009-03-18,-33.910606,150.987295,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Dactylis glomerata,Recent,16,2009,2009-03-20,-33.95284,151.006664,Not in a reserve,2009,2009-03-20,-33.95284,151.006664,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Pterostylis longifolia,Recent,16,2009,2009-04-23,-33.97967,151.00081,Not in a reserve,2009,2009-04-23,-33.97967,151.00081,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Tetratheca neglecta,Recent,16,2009,2009-05-28,-33.973447,151.038284,Not in a reserve,2009,2009-05-28,-33.973447,151.038284,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Dichelachne inaequiglumis,Recent,16,2009,2009-04-16,-33.931844,151.036664,Adept Lane Reserve,2009,2009-04-16,-33.931844,151.036664,Adept Lane Reserve,0,1,1,Adept Lane Reserve,,,,,,
Pterostylis erecta,Recent,16,2009,2009-04-23,-33.980758,150.999551,Not in a reserve,2009,2009-04-23,-33.980758,150.999551,Not in a reserve,0,4,4,Not in a reserve; Kelso Beach,0.028685,0.056542,-33.980758,-33.952073,150.981742,151.038284
Solanum stelligerum,Recent,16,2009,2009-04-17,-33.90947,150.99401,Crest,1998,1998-12-21,-33.90796,150.995278,Crest,11,3,3,Crest,0.001515,0.001268,-33.90947,-33.907955,150.99401,150.995278
Leptomeria acida,Recent,16,2009,2009-05-28,-33.973447,151.038284,Not in a reserve,2009,2009-05-28,-33.973447,151.038284,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Pterostylis concinna,Recent,16,2009,2009-07-16,-33.973277,150.997486,Not in a reserve,2008,2008-05-21,-33.980667,151.012818,Not in a reserve,1,2,2,Not in a reserve,0.00739,0.015332,-33.980667,-33.973277,150.997486,151.012818
Gamochaeta calviceps,Recent,15,2010,2010-11-15,-33.95,150.978,Deepwater,1999,1999-02-15,-33.903692,151.095678,Not in a reserve,11,3,3,Not in a reserve; Deepwater,0.046312,0.117678,-33.95,-33.903688,150.978,151.095678
Micrantheum ericoides,Recent,15,2010,2010-12-14,-33.976092,151.007833,Not in a reserve,2000,2000-06-01,-33.928986,151.024518,Not in a reserve,10,5,5,Not in a reserve,0.047106,0.030451,-33.976092,-33.928986,151.007833,151.038284
Trifolium glomeratum,Recent,15,2010,2010-11-15,-33.95,150.978,Deepwater,2004,2004-01-16,-33.910549,150.988188,Not in a reserve,6,2,2,Not in a reserve; Deepwater,0.039451,0.010188,-33.95,-33.910549,150.978,150.988188
Mitrasacme paludosa,Recent,15,2010,2010-12-14,-33.97447,151.007351,Not in a reserve,2010,2010-12-14,-33.97447,151.007351,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Euryomyrtus ramosissima,Recent,15,2010,2010-12-14,-33.976092,151.007833,Not in a reserve,2010,2010-12-14,-33.976092,151.007833,Not in a reserve,0,3,3,Not in a reserve,0.004873,0.02099,-33.976092,-33.971219,151.007833,151.028823
Galium tricornutum,Recent,15,2010,2010-11-15,-33.95,150.978,Deepwater,2010,2010-11-15,-33.95,150.978,Deepwater,0,1,1,Deepwater,,,,,,
Dipodium punctatum,Recent,15,2010,2010-12-14,-33.972536,151.037905,Not in a reserve,1998,1998-12-21,-33.910942,150.998453,Bellevue,12,4,4,Bellevue; Not in a reserve,0.061987,0.049717,-33.972536,-33.910549,150.988188,151.037905
Dipodium variegatum,Recent,15,2010,2010-12-14,-33.976092,151.007833,Not in a reserve,2010,2010-12-14,-33.976092,151.007833,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Trifolium arvense,Recent,15,2010,2010-11-15,-33.95,150.978,Deepwater,2000,2000-09-17,-33.971584,150.998656,Not in a reserve,10,2,2,Deepwater; Not in a reserve,0.021584,0.020656,-33.971584,-33.95,150.978,150.998656
Leichhardtia viridiflora,Recent,15,2010,2010-02-11,-33.910752,150.996819,Crest,2010,2010-02-11,-33.910752,150.996819,Crest,0,10,10,Crest; Manahan Reserve,0.009567,0.010075,-33.92023,-33.910663,150.996819,151.006894
Echium plantagineum,Recent,15,2010,2010-11-15,-33.95,150.978,Deepwater,2010,2010-11-15,-33.95,150.978,Deepwater,0,1,1,Deepwater,,,,,,
Drosera pygmaea,Recent,15,2010,2010-12-14,-33.97447,151.007351,Not in a reserve,1986,1986-10-01,-33.976178,151.00396,Not in a reserve,24,2,2,Not in a reserve,0.001708,0.003391,-33.976178,-33.97447,151.00396,151.007351
Tetraria capillaris,Recent,15,2010,2010-12-14,-33.97447,151.007351,Not in a reserve,2010,2010-12-14,-33.97447,151.007351,Not in a reserve,0,2,2,Not in a reserve,0.0,0.0,-33.97447,-33.97447,151.007351,151.007351
Hypochaeris glabra,Recent,15,2010,2010-11-15,-33.95,150.978,Deepwater,2008,2008-01-17,-33.928156,150.979715,Kentucky Reserve,2,3,3,Not in a reserve; Kentucky Reserve; Deepwater,0.03583,0.01941,-33.95,-33.91417,150.978,150.99741
Angophora subvelutina,Recent,15,2010,2010-08-18,-33.896033,150.968563,Lansdowne,2007,2007-02-02,-33.895029,150.978671,Lansdowne,3,4,4,Lansdowne,0.001004,0.010108,-33.896033,-33.895029,150.968563,150.978671
Platysace linearifolia,Recent,15,2010,2010-12-14,-33.976092,151.007833,Not in a reserve,1999,1999-04-21,-33.970898,151.026255,Not in a reserve,11,8,8,Not in a reserve; Davies Road,0.025056,0.032252,-33.980667,-33.955611,151.007833,151.040085
Gnaphalium polycaulon,Recent,15,2010,2010-06-10,-33.974305,150.999675,Not in a reserve,2010,2010-06-10,-33.974305,150.999675,Not in a reserve,0,2,2,Not in a reserve,0.0,0.0,-33.974305,-33.974305,150.999675,150.999675
Persoonia nutans,Recent,15,2010,2010-08-19,-33.964285,150.983574,East Hills Park,2010,2010-08-19,-33.964285,150.983574,East Hills Park,0,2,2,East Hills Park,0.0,0.0,-33.964285,-33.964285,150.983574,150.983574
Phyllota grandiflora,Recent,15,2010,2010-12-14,-33.971219,151.028823,Not in a reserve,2010,2010-12-14,-33.971219,151.028823,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Petrorhagia nanteuilii,Recent,15,2010,2010-11-15,-33.95,150.978,Deepwater,2008,2008-04-02,-33.957004,150.983918,Kelso Beach,2,3,3,Kelso Beach; Kentucky Reserve; Deepwater,0.028848,0.005918,-33.957004,-33.928156,150.978,150.983918
Lotus angustissimus,Recent,15,2010,2010-11-15,-33.95,150.978,Deepwater,1999,1999-06-28,-33.902277,150.978906,Lansdowne,11,2,2,Deepwater; Lansdowne,0.047723,0.000906,-33.95,-33.902277,150.978,150.978906
Anthoxanthum odoratum,Recent,15,2010,2010-06-10,-33.974305,150.999675,Not in a reserve,2010,2010-06-10,-33.974305,150.999675,Not in a reserve,0,2,2,Not in a reserve,0.0,0.0,-33.974305,-33.974305,150.999675,150.999675
Goodenia bellidifolia,Recent,15,2010,2010-12-14,-33.97447,151.007351,Not in a reserve,2010,2010-12-14,-33.97447,151.007351,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Gonocarpus teucrioides,Recent,15,2010,2010-12-14,-33.97447,151.007351,Not in a reserve,1999,1999-06-22,-33.981062,150.99961,Not in a reserve,11,11,11,Not in a reserve; Davies Road,0.052076,0.042136,-33.981062,-33.928986,150.999551,151.041687
Patersonia glabrata,Recent,15,2010,2010-02-17,-33.971963,151.012334,Not in a reserve,1999,1999-06-22,-33.981062,150.99961,Not in a reserve,11,2,2,Not in a reserve,0.009099,0.012724,-33.981062,-33.971963,150.99961,151.012334
Gompholobium glabratum,Recent,15,2010,2010-12-14,-33.976092,151.007833,Not in a reserve,2010,2010-12-14,-33.976092,151.007833,Not in a reserve,0,4,4,Not in a reserve,0.004873,0.030554,-33.976092,-33.971219,151.007351,151.037905
Tricoryne simplex,Recent,15,2010,2010-12-14,-33.972536,151.037905,Not in a reserve,2009,2009-05-28,-33.973447,151.038284,Not in a reserve,1,4,4,Not in a reserve,0.002228,0.009461,-33.973447,-33.971219,151.028823,151.038284
Callistemon linearifolius,Recent,15,2010,2010-03-18,-33.93,150.98,Not in a reserve,2010,2010-03-18,-33.93,150.98,Not in a reserve,0,17,17,Not in a reserve,0.0,0.02,-33.93,-33.93,150.98,151.0
Melichrus procumbens,Recent,15,2010,2010-12-14,-33.972536,151.037905,Not in a reserve,2010,2010-12-14,-33.972536,151.037905,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Bossiaea scolopendria,Recent,15,2010,2010-12-14,-33.972536,151.037905,Not in a reserve,2010,2010-12-14,-33.972536,151.037905,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Eucalyptus squamosa,Recent,15,2010,2010-12-14,-33.976092,151.007833,Not in a reserve,2010,2010-12-14,-33.976092,151.007833,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Poranthera ericifolia,Recent,15,2010,2010-12-14,-33.972536,151.037905,Not in a reserve,2010,2010-12-14,-33.972536,151.037905,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Thelionema caespitosum,Recent,15,2010,2010-12-14,-33.971219,151.028823,Not in a reserve,2010,2010-12-14,-33.971219,151.028823,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Banksia marginata,Recent,15,2010,2010-12-14,-33.976092,151.007833,Not in a reserve,1999,1999-05-05,-33.973341,151.009964,Not in a reserve,11,4,4,Not in a reserve,0.002751,0.002613,-33.976092,-33.973341,151.007351,151.009964
Angophora hispida,Recent,15,2010,2010-12-14,-33.97447,151.007351,Not in a reserve,1999,1999-05-05,-33.973341,151.009964,Not in a reserve,11,7,7,Not in a reserve,0.003251,0.030554,-33.97447,-33.971219,151.007351,151.037905
Hakea laevipes,Recent,15,2010,2010-12-14,-33.976092,151.007833,Not in a reserve,1999,1999-05-05,-33.973341,151.009964,Not in a reserve,11,3,3,Not in a reserve,0.002751,0.002613,-33.976092,-33.973341,151.007351,151.009964
Grevillea sphacelata,Recent,15,2010,2010-12-14,-33.97447,151.007351,Not in a reserve,2010,2010-12-14,-33.97447,151.007351,Not in a reserve,0,2,2,Not in a reserve,0.003251,0.021472,-33.97447,-33.971219,151.007351,151.028823
Grevillea speciosa,Recent,15,2010,2010-12-14,-33.97447,151.007351,Not in a reserve,2010,2010-12-14,-33.97447,151.007351,Not in a reserve,0,2,2,Not in a reserve,0.003251,0.021472,-33.97447,-33.971219,151.007351,151.028823
Hemigenia purpurea,Recent,15,2010,2010-12-14,-33.971219,151.028823,Not in a reserve,2010,2010-12-14,-33.971219,151.028823,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Hibbertia circumdans,Recent,15,2010,2010-12-14,-33.972536,151.037905,Not in a reserve,2010,2010-12-14,-33.972536,151.037905,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Bidens tripartita,Recent,15,2010,2010-11-15,-33.95,150.978,Deepwater,2010,2010-11-15,-33.95,150.978,Deepwater,0,1,1,Deepwater,,,,,,
